Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,623239,-,-,-,32.45,-99.74,-6,522,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2013,1,4,2,30,0,0,0,-5,0,960,68.85000000000001,239.70000000000002,0.7000000000000001,0.17300000000000001
2013,1,4,3,30,0,0,0,-4,0,960,70.85000000000001,253,0.8,0.17300000000000001
2013,1,4,4,30,0,0,0,-4,0,960,72.36,268.1,0.8,0.17300000000000001
2013,1,4,5,30,0,0,0,-4,0,960,72.09,280.3,0.9,0.17300000000000001
2013,1,4,6,30,0,0,0,-4,0,960,72.01,280.8,0.9,0.17300000000000001
2013,1,4,7,30,0,0,0,-4,0,960,72.44,272.40000000000003,0.9,0.17300000000000001
2013,1,4,8,30,0,34,34,-3,2,960,71.56,241,1.4000000000000001,0.17300000000000001
2013,1,4,9,30,88,127,154,-3,3,960,63.39,188.10000000000002,2.4000000000000004,0.17300000000000001
2013,1,4,10,30,20,168,177,-3,4,960,58.370000000000005,171,3,0.17300000000000001
2013,1,4,11,30,50,227,254,-3,5,960,58.71,173.20000000000002,3,0.17300000000000001
2013,1,4,12,30,31,231,250,-3,5,960,55.82,181.9,2.9000000000000004,0.17300000000000001
2013,1,4,13,30,16,206,215,-2,5,960,57.1,191.8,2.8000000000000003,0.17300000000000001
2013,1,4,14,30,19,186,195,-2,5,960,58.25,198.9,2.5,0.17300000000000001
2013,1,4,15,30,0,112,112,-2,5,960,63.42,202.8,2.2,0.17300000000000001
2013,1,4,16,30,0,66,66,-2,4,960,68.92,205,1.5,0.17300000000000001
2013,1,4,17,30,0,8,8,-1,2,960,76.61,205.4,0.9,0.17300000000000001
2013,1,4,18,30,0,0,0,-1,1,960,81.78,202.8,0.9,0.17300000000000001
2013,1,4,19,30,0,0,0,-1,1,960,90.99,199.9,1.2000000000000002,0.17300000000000001
2013,1,4,20,30,0,0,0,0,0,960,93.63,198.5,1.7000000000000002,0.17300000000000001
2013,1,4,21,30,0,0,0,0,0,960,94.89,197.9,2,0.17300000000000001
2013,1,4,22,30,0,0,0,0,0,960,94.85000000000001,198.4,2.2,0.17300000000000001
2013,1,4,23,30,0,0,0,0,0,960,94.24,200.8,2.5,0.17300000000000001
2013,1,5,0,30,0,0,0,-1,-1,960,100,204.8,2.9000000000000004,0.17300000000000001
2013,1,5,1,30,0,0,0,-1,0,960,99.57000000000001,210.4,3.3000000000000003,0.17300000000000001
2013,1,5,2,30,0,0,0,-1,0,960,98.83,215.10000000000002,3.5,0.17300000000000001
2013,1,5,3,30,0,0,0,-1,0,960,97.92,218.20000000000002,3.4000000000000004,0.17300000000000001
2013,1,5,4,30,0,0,0,-1,-1,960,96.05,219.5,3.4000000000000004,0.17300000000000001
2013,1,5,5,30,0,0,0,-1,-1,960,94.45,220.8,3.5,0.17300000000000001
2013,1,5,6,30,0,0,0,-1,-1,960,93.59,223.4,3.5,0.17300000000000001
2013,1,5,7,30,0,0,0,-2,0,960,85.89,224.70000000000002,4,0.17300000000000001
2013,1,5,8,30,562,38,116,-1,0,960,87.76,231.70000000000002,4.6000000000000005,0.17300000000000001
2013,1,5,9,30,811,57,308,-1,2,960,79.28,237.20000000000002,4.6000000000000005,0.17300000000000001
2013,1,5,10,30,918,67,474,0,5,960,66.22,239.5,4.6000000000000005,0.17300000000000001
2013,1,5,11,30,970,72,589,-1,8,960,50.82,246,4.5,0.17300000000000001
2013,1,5,12,30,991,72,640,-3,10,960,39.03,253.20000000000002,4.3,0.17300000000000001
2013,1,5,13,30,986,71,622,-4,11,960,32.72,259.6,4,0.17300000000000001
2013,1,5,14,30,957,67,539,-5,12,950,29.09,268,3.5,0.17300000000000001
2013,1,5,15,30,893,58,398,-5,12,950,30.76,279.2,2.4000000000000004,0.17300000000000001
2013,1,5,16,30,751,45,215,-1,9,960,48.1,290.3,1.3,0.17300000000000001
2013,1,5,17,30,341,16,31,-3,7,960,48.21,306.40000000000003,1.2000000000000002,0.17300000000000001
2013,1,5,18,30,0,0,0,-5,6,960,44.58,325.20000000000005,1.2000000000000002,0.17300000000000001
2013,1,5,19,30,0,0,0,-5,5,960,46.68,344.1,1.3,0.17300000000000001
2013,1,5,20,30,0,0,0,-5,3,960,52.97,357.20000000000005,1.5,0.17300000000000001
2013,1,5,21,30,0,0,0,-5,1,960,59.910000000000004,4.2,1.7000000000000002,0.17300000000000001
2013,1,5,22,30,0,0,0,-6,0,960,62.76,5.4,1.9000000000000001,0.17300000000000001
2013,1,5,23,30,0,0,0,-6,0,960,60.870000000000005,2.1,2.2,0.17300000000000001
2013,1,6,0,30,0,0,0,-7,0,960,58.95,357.3,2.3000000000000003,0.17300000000000001
2013,1,6,1,30,0,0,0,-7,-1,960,61.68,352.8,2.2,0.17300000000000001
2013,1,6,2,30,0,0,0,-7,-1,960,65.25,349.90000000000003,2.2,0.17300000000000001
2013,1,6,3,30,0,0,0,-7,-2,960,65.22,348,2.2,0.17300000000000001
2013,1,6,4,30,0,0,0,-7,-2,960,71.44,347.1,2.2,0.17300000000000001
2013,1,6,5,30,0,0,0,-7,-3,960,73.64,348,2.1,0.17300000000000001
2013,1,6,6,30,0,0,0,-6,-3,960,76.25,349.8,2,0.17300000000000001
2013,1,6,7,30,0,0,0,-6,-2,960,73.19,351.3,2.4000000000000004,0.17300000000000001
2013,1,6,8,30,617,34,120,-5,0,960,66.67,350.70000000000005,2.8000000000000003,0.17300000000000001
2013,1,6,9,30,843,51,313,-4,3,960,57.68,345.1,2.5,0.17300000000000001
2013,1,6,10,30,939,60,477,-3,6,960,49.65,7.9,2.4000000000000004,0.17300000000000001
2013,1,6,11,30,984,65,590,-4,9,960,39.32,40.900000000000006,2.5,0.17300000000000001
2013,1,6,12,30,997,68,641,-4,10,960,36,46.300000000000004,2.2,0.17300000000000001
2013,1,6,13,30,992,67,624,-4,11,960,33.43,47,2,0.17300000000000001
2013,1,6,14,30,965,63,542,-4,12,960,32.86,49.6,1.9000000000000001,0.17300000000000001
2013,1,6,15,30,901,57,401,-4,11,960,34.83,56.7,1.6,0.17300000000000001
2013,1,6,16,30,764,44,219,-2,8,960,46.54,64.8,1.2000000000000002,0.17300000000000001
2013,1,6,17,30,370,17,34,-2,5,960,56.82,78.4,1.2000000000000002,0.17300000000000001
2013,1,6,18,30,0,0,0,-4,3,960,57.5,91.80000000000001,1.4000000000000001,0.17300000000000001
2013,1,6,19,30,0,0,0,-5,2,960,59.69,105.30000000000001,1.4000000000000001,0.17300000000000001
2013,1,6,20,30,0,0,0,-5,1,960,62.190000000000005,118.10000000000001,1.5,0.17300000000000001
2013,1,6,21,30,0,0,0,-5,1,960,65.11,129.6,1.5,0.17300000000000001
2013,1,6,22,30,0,0,0,-6,0,960,63.72,141.9,1.5,0.17300000000000001
2013,1,6,23,30,0,0,0,-6,0,960,63.050000000000004,155.70000000000002,1.6,0.17300000000000001
2013,1,7,0,30,0,0,0,-6,0,960,62.980000000000004,164,1.6,0.17300000000000001
2013,1,7,1,30,0,0,0,-6,0,960,67.63,162.10000000000002,1.7000000000000002,0.17300000000000001
2013,1,7,2,30,0,0,0,-6,0,960,63.31,170.4,1.6,0.17300000000000001
2013,1,7,3,30,0,0,0,-5,0,960,64.58,184.20000000000002,1.5,0.17300000000000001
2013,1,7,4,30,0,0,0,-5,0,960,70.46000000000001,187.10000000000002,1.4000000000000001,0.17300000000000001
2013,1,7,5,30,0,0,0,-5,-1,960,76.31,188.20000000000002,1.4000000000000001,0.17300000000000001
2013,1,7,6,30,0,0,0,-5,-1,960,77.01,190.10000000000002,1.5,0.17300000000000001
2013,1,7,7,30,0,0,0,-5,0,960,72.61,180.10000000000002,1.8,0.17300000000000001
2013,1,7,8,30,578,37,118,-4,1,960,65.93,174.9,2.6,0.17300000000000001
2013,1,7,9,30,404,104,229,-4,2,960,62.36,172,2.8000000000000003,0.17300000000000001
2013,1,7,10,30,195,197,283,-3,4,960,56.2,169,3.2,0.17300000000000001
2013,1,7,11,30,309,234,399,-3,7,960,45.63,164.4,4,0.17300000000000001
2013,1,7,12,30,119,271,340,-4,9,950,37.84,164.60000000000002,4,0.17300000000000001
2013,1,7,13,30,193,265,374,-4,9,950,37.9,166,3.6,0.17300000000000001
2013,1,7,14,30,297,214,363,-4,9,950,38.68,162.4,3.4000000000000004,0.17300000000000001
2013,1,7,15,30,366,144,285,-3,8,950,42.910000000000004,155,3,0.17300000000000001
2013,1,7,16,30,307,81,152,-2,6,950,52.67,149.6,2.1,0.17300000000000001
2013,1,7,17,30,0,24,24,-2,3,950,67.65,144,1.6,0.17300000000000001
2013,1,7,18,30,0,0,0,-3,2,950,69.25,142.4,1.8,0.17300000000000001
2013,1,7,19,30,0,0,0,-2,2,950,70.25,142.70000000000002,2,0.17300000000000001
2013,1,7,20,30,0,0,0,-2,2,950,72.12,143.6,2.1,0.17300000000000001
2013,1,7,21,30,0,0,0,-2,2,950,73.36,146,2.2,0.17300000000000001
2013,1,7,22,30,0,0,0,-2,2,950,74.75,147.8,2.1,0.17300000000000001
2013,1,7,23,30,0,0,0,-1,1,950,81.98,148.8,1.9000000000000001,0.17300000000000001
2013,1,8,0,30,0,0,0,-1,1,950,83.55,150.3,1.9000000000000001,0.17300000000000001
2013,1,8,1,30,0,0,0,-1,0,950,91.4,154.10000000000002,1.9000000000000001,0.17300000000000001
2013,1,8,2,30,0,0,0,-1,0,950,92.77,158.70000000000002,1.7000000000000002,0.17300000000000001
2013,1,8,3,30,0,0,0,0,0,950,94.2,160.20000000000002,1.6,0.17300000000000001
2013,1,8,4,30,0,0,0,0,0,950,96.3,158.8,1.4000000000000001,0.17300000000000001
2013,1,8,5,30,0,0,0,0,0,950,99.06,157.9,1.2000000000000002,0.17300000000000001
2013,1,8,6,30,0,0,0,0,0,950,100,157.5,1.1,0.17300000000000001
2013,1,8,7,30,0,0,0,0,2,950,92.18,156.3,1.2000000000000002,0.17300000000000001
2013,1,8,8,30,261,56,93,1,3,950,89.58,148.8,1.5,0.17300000000000001
2013,1,8,9,30,0,10,10,2,4,950,87.04,135.70000000000002,1.7000000000000002,0.17300000000000001
2013,1,8,10,30,0,83,83,2,5,950,86.18,124.2,1.8,0.17300000000000001
2013,1,8,11,30,0,124,124,4,6,950,87.11,115.2,1.9000000000000001,0.17300000000000001
2013,1,8,12,30,0,92,92,4,7,950,86.9,97.80000000000001,2,0.17300000000000001
2013,1,8,13,30,0,131,131,5,8,950,84.73,78.7,2.2,0.17300000000000001
2013,1,8,14,30,0,137,137,5,8,950,87,58.800000000000004,2.5,0.17300000000000001
2013,1,8,15,30,0,73,73,6,8,950,88.26,52.5,2.8000000000000003,0.17300000000000001
2013,1,8,16,30,0,52,52,6,7,950,95.64,58.2,2.5,0.17300000000000001
2013,1,8,17,30,0,7,7,6,6,950,100,49.6,2.3000000000000003,0.17300000000000001
2013,1,8,18,30,0,0,0,4,6,950,100,31.900000000000002,2.5,0.17200000000000001
2013,1,8,19,30,0,0,0,4,5,950,100,22.5,3,0.17200000000000001
2013,1,8,20,30,0,0,0,4,5,950,100,24.6,3.7,0.17200000000000001
2013,1,8,21,30,0,0,0,4,5,950,100,29.8,3.5,0.17200000000000001
2013,1,8,22,30,0,0,0,4,5,950,100,29.3,3.6,0.17200000000000001
2013,1,8,23,30,0,0,0,4,5,950,100,25.400000000000002,4.4,0.17200000000000001
2013,1,9,0,30,0,0,0,4,5,950,100,18.400000000000002,3.9000000000000004,0.17200000000000001
2013,1,9,1,30,0,0,0,4,5,950,100,355.8,2.6,0.17200000000000001
2013,1,9,2,30,0,0,0,4,5,950,100,14,2.4000000000000004,0.17200000000000001
2013,1,9,3,30,0,0,0,4,5,950,100,13.4,2.8000000000000003,0.17200000000000001
2013,1,9,4,30,0,0,0,4,5,950,100,352.8,3,0.17200000000000001
2013,1,9,5,30,0,0,0,4,5,950,100,347.20000000000005,3.9000000000000004,0.17200000000000001
2013,1,9,6,30,0,0,0,4,5,950,100,356.70000000000005,4.6000000000000005,0.17200000000000001
2013,1,9,7,30,0,0,0,4,5,950,99.88,3.9000000000000004,4.9,0.17200000000000001
2013,1,9,8,30,0,8,8,4,5,950,100,9.700000000000001,5.300000000000001,0.17200000000000001
2013,1,9,9,30,0,26,26,5,6,950,95.59,11.600000000000001,5.800000000000001,0.17200000000000001
2013,1,9,10,30,0,62,62,5,7,950,91.77,16.6,6.5,0.17200000000000001
2013,1,9,11,30,0,32,32,5,7,950,92.62,12.5,6.1000000000000005,0.17200000000000001
2013,1,9,12,30,0,155,155,5,7,950,98.54,17.7,5.4,0.17200000000000001
2013,1,9,13,30,0,139,139,5,7,950,98.03,18,5.7,0.17200000000000001
2013,1,9,14,30,0,37,37,5,6,950,97.89,12.100000000000001,5.7,0.17200000000000001
2013,1,9,15,30,0,127,127,5,6,950,97.98,16.7,5.4,0.17200000000000001
2013,1,9,16,30,0,4,4,5,6,950,98.06,17.6,4.9,0.17200000000000001
2013,1,9,17,30,0,0,0,4,6,950,100,20.900000000000002,4.1000000000000005,0.17200000000000001
2013,1,9,18,30,0,0,0,4,6,950,100,20,3.4000000000000004,0.17200000000000001
2013,1,9,19,30,0,0,0,4,6,950,100,18.8,2.7,0.17200000000000001
2013,1,9,20,30,0,0,0,4,6,950,100,19.900000000000002,1.9000000000000001,0.17200000000000001
2013,1,9,21,30,0,0,0,4,6,950,100,33.2,1.4000000000000001,0.17200000000000001
2013,1,9,22,30,0,0,0,6,6,950,100,36.6,1,0.17200000000000001
2013,1,9,23,30,0,0,0,4,6,950,100,46.6,0.30000000000000004,0.17200000000000001
2013,1,10,0,30,0,0,0,4,5,950,100,341.6,0.30000000000000004,0.17200000000000001
2013,1,10,1,30,0,0,0,4,5,950,100,275.1,0.7000000000000001,0.17200000000000001
2013,1,10,2,30,0,0,0,4,5,950,100,273.7,1.5,0.17200000000000001
2013,1,10,3,30,0,0,0,4,5,950,100,284.2,2.2,0.17200000000000001
2013,1,10,4,30,0,0,0,4,5,950,100,300.1,1.8,0.17200000000000001
2013,1,10,5,30,0,0,0,4,5,950,100,307.6,1.3,0.17200000000000001
2013,1,10,6,30,0,0,0,4,5,950,100,288,1.4000000000000001,0.17200000000000001
2013,1,10,7,30,0,0,0,4,5,950,100,262.7,2.4000000000000004,0.17200000000000001
2013,1,10,8,30,386,47,102,5,6,950,93.74,259.3,3.4000000000000004,0.17200000000000001
2013,1,10,9,30,150,129,176,5,8,950,82.95,261.2,4,0.17200000000000001
2013,1,10,10,30,811,85,449,5,10,950,74.42,263.3,4.5,0.17200000000000001
2013,1,10,11,30,8,183,187,5,13,950,61.2,262.1,5,0.17200000000000001
2013,1,10,12,30,130,277,353,5,14,950,55.78,263.40000000000003,5.300000000000001,0.17200000000000001
2013,1,10,13,30,917,81,604,5,15,950,51.67,265.40000000000003,5.2,0.17200000000000001
2013,1,10,14,30,892,74,525,5,16,950,51.74,267.7,4.9,0.17200000000000001
2013,1,10,15,30,822,66,389,5,15,950,55.61,264.90000000000003,4,0.17200000000000001
2013,1,10,16,30,680,50,214,6,13,950,66.74,258.6,2.4000000000000004,0.17200000000000001
2013,1,10,17,30,308,20,38,6,10,950,82.86,242.10000000000002,1.6,0.17200000000000001
2013,1,10,18,30,0,0,0,5,8,950,83.18,224.60000000000002,2,0.17200000000000001
2013,1,10,19,30,0,0,0,5,8,950,81.97,217.9,2.8000000000000003,0.17200000000000001
2013,1,10,20,30,0,0,0,4,7,950,84.68,214.8,3.3000000000000003,0.17200000000000001
2013,1,10,21,30,0,0,0,3,6,950,85.28,212.8,3.4000000000000004,0.17200000000000001
2013,1,10,22,30,0,0,0,2,6,950,85.63,211.10000000000002,3.6,0.17200000000000001
2013,1,10,23,30,0,0,0,2,5,950,81.87,207.4,4,0.17200000000000001
2013,1,11,0,30,0,0,0,1,5,950,80.69,205.60000000000002,4.4,0.17200000000000001
2013,1,11,1,30,0,0,0,2,5,950,81.44,206.3,4.6000000000000005,0.17200000000000001
2013,1,11,2,30,0,0,0,2,5,950,83.11,208.20000000000002,4.7,0.17200000000000001
2013,1,11,3,30,0,0,0,2,5,950,85.58,208.3,4.7,0.17200000000000001
2013,1,11,4,30,0,0,0,3,5,940,88.10000000000001,205.60000000000002,4.9,0.17200000000000001
2013,1,11,5,30,0,0,0,3,6,940,90.07000000000001,202.70000000000002,5,0.17200000000000001
2013,1,11,6,30,0,0,0,3,6,940,85.51,200.3,5.1000000000000005,0.17200000000000001
2013,1,11,7,30,0,0,0,4,7,940,81.69,199.3,5.5,0.17200000000000001
2013,1,11,8,30,273,47,86,4,9,950,74.39,199.5,6,0.17200000000000001
2013,1,11,9,30,567,81,259,5,13,950,60.910000000000004,200.60000000000002,7.2,0.17200000000000001
2013,1,11,10,30,716,94,417,6,16,940,52.07,207.70000000000002,8.3,0.17200000000000001
2013,1,11,11,30,755,114,523,6,19,940,45.51,212.5,8.3,0.17200000000000001
2013,1,11,12,30,955,81,638,5,20,940,41.800000000000004,215,7.7,0.17200000000000001
2013,1,11,13,30,657,156,533,5,20,940,38.92,216,7,0.17200000000000001
2013,1,11,14,30,276,224,365,5,20,940,38.800000000000004,216.20000000000002,6.2,0.17200000000000001
2013,1,11,15,30,417,141,307,5,19,940,41.31,217.60000000000002,4.800000000000001,0.17200000000000001
2013,1,11,16,30,547,61,194,6,16,940,52.4,217.4,3.2,0.17200000000000001
2013,1,11,17,30,192,23,35,6,14,940,65.23,213.5,2.6,0.17200000000000001
2013,1,11,18,30,0,0,0,6,13,940,64.8,207,2.7,0.17200000000000001
2013,1,11,19,30,0,0,0,6,13,940,65.7,204.5,3,0.17200000000000001
2013,1,11,20,30,0,0,0,6,12,940,70.95,210.9,3.2,0.17200000000000001
2013,1,11,21,30,0,0,0,7,11,940,76.36,220.20000000000002,2.8000000000000003,0.17200000000000001
2013,1,11,22,30,0,0,0,7,11,940,82.4,228.5,2.2,0.17200000000000001
2013,1,11,23,30,0,0,0,7,10,940,82.24,239.9,1.8,0.17200000000000001
2013,1,12,0,30,0,0,0,6,9,940,85.96000000000001,257.2,1.6,0.17200000000000001
