Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1497347,-,-,-,43.73,-65.98,-4,8,-4,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2012,1,7,18,30,0,0,0,4,5,1000,100,214.3,6.2,0.082
2012,1,7,19,30,0,0,0,4,5,1000,100,226.9,6,0.082
2012,1,7,20,30,0,0,0,4,5,1000,100,238.10000000000002,5.9,0.082
2012,1,7,21,30,0,0,0,4,5,1000,100,248.60000000000002,6,0.082
2012,1,7,22,30,0,0,0,4,5,1000,100,259.5,6.300000000000001,0.082
2012,1,7,23,30,0,0,0,4,5,1000,100,270.90000000000003,6.7,0.082
2012,1,8,0,30,0,0,0,4,5,1000,100,280.1,6.9,0.082
2012,1,8,1,30,0,0,0,4,5,1000,98.76,287.2,6.800000000000001,0.082
2012,1,8,2,30,0,0,0,4,4,1010,100,294.90000000000003,6.5,0.082
2012,1,8,3,30,0,0,0,2,4,1010,100,302.6,5.7,0.082
2012,1,8,4,30,0,0,0,2,3,1010,100,308.70000000000005,5,0.082
2012,1,8,5,30,0,0,0,2,3,1010,98.79,312,4.4,0.082
2012,1,8,6,30,0,0,0,2,3,1010,98.48,315.1,4.1000000000000005,0.082
2012,1,8,7,30,0,0,0,2,3,1010,97.71000000000001,318.20000000000005,3.9000000000000004,0.082
2012,1,8,8,30,261,27,46,2,3,1010,97.36,321.20000000000005,3.7,0.082
2012,1,8,9,30,577,57,178,3,4,1010,93.44,324.90000000000003,3.5,0.082
2012,1,8,10,30,738,67,301,2,5,1010,92.89,326,3.2,0.082
2012,1,8,11,30,0,42,42,2,5,1010,81.43,322.3,2.9000000000000004,0.082
2012,1,8,12,30,419,145,316,0,5,1010,73.73,315.40000000000003,2.7,0.082
2012,1,8,13,30,418,134,296,0,5,1010,68.94,306.2,2.7,0.082
2012,1,8,14,30,161,131,183,0,5,1010,67.87,296.8,2.8000000000000003,0.082
2012,1,8,15,30,139,81,111,0,4,1010,77.42,294.1,2.9000000000000004,0.082
2012,1,8,16,30,45,26,30,0,3,1010,79.9,299.40000000000003,3,0.082
2012,1,8,17,30,0,0,0,0,3,1010,85.56,304.8,3.4000000000000004,0.082
2012,1,8,18,30,0,0,0,0,2,1020,88.51,311.8,4,0.082
2012,1,8,19,30,0,0,0,0,2,1020,98.07000000000001,317.5,4.4,0.082
2012,1,8,20,30,0,0,0,0,1,1020,98.71000000000001,322.3,4.7,0.08600000000000001
2012,1,8,21,30,0,0,0,0,1,1020,97.11,327.8,5,0.08600000000000001
2012,1,8,22,30,0,0,0,0,0,1020,100,335.20000000000005,5.2,0.08600000000000001
2012,1,8,23,30,0,0,0,0,0,1020,96.83,342.6,5.5,0.08600000000000001
2012,1,9,0,30,0,0,0,-1,0,1020,92.48,348.6,5.6000000000000005,0.08600000000000001
2012,1,9,1,30,0,0,0,-1,0,1020,88.02,352.1,5.5,0.08600000000000001
2012,1,9,2,30,0,0,0,-2,0,1020,84.53,353.6,5.4,0.08600000000000001
2012,1,9,3,30,0,0,0,-2,0,1020,82.16,352,5.4,0.08600000000000001
2012,1,9,4,30,0,0,0,-3,0,1020,80.18,347.70000000000005,5.6000000000000005,0.08600000000000001
2012,1,9,5,30,0,0,0,-3,0,1020,78.58,345.3,5.7,0.08600000000000001
2012,1,9,6,30,0,0,0,-3,0,1020,82.4,343.1,5.800000000000001,0.08600000000000001
2012,1,9,7,30,0,0,0,-3,-1,1020,80.27,340.1,5.800000000000001,0.08600000000000001
2012,1,9,8,30,0,17,17,-4,0,1020,78.04,337.20000000000005,5.800000000000001,0.08600000000000001
2012,1,9,9,30,199,78,120,-4,0,1020,69.26,334.40000000000003,5.800000000000001,0.08600000000000001
2012,1,9,10,30,323,115,218,-5,0,1020,66.44,330.1,5.7,0.08600000000000001
2012,1,9,11,30,542,110,319,-5,0,1020,64.61,325.3,5.6000000000000005,0.08600000000000001
2012,1,9,12,30,893,65,430,-6,0,1020,63.26,320.5,5.300000000000001,0.08600000000000001
2012,1,9,13,30,883,63,405,-6,0,1020,62.15,316.5,4.9,0.08600000000000001
2012,1,9,14,30,831,57,324,-6,0,1020,61.11,313.1,4.4,0.08600000000000001
2012,1,9,15,30,717,46,201,-6,0,1020,60.33,307.8,3.8000000000000003,0.08600000000000001
2012,1,9,16,30,439,24,58,-6,0,1020,61.870000000000005,299,3.2,0.08600000000000001
2012,1,9,17,30,0,0,0,-6,-1,1020,66.87,284.6,2.9000000000000004,0.08600000000000001
2012,1,9,18,30,0,0,0,-6,-1,1020,67.27,267.5,2.8000000000000003,0.08600000000000001
2012,1,9,19,30,0,0,0,-6,0,1020,68.55,250.4,2.9000000000000004,0.08600000000000001
2012,1,9,20,30,0,0,0,-5,0,1020,65.86,235.60000000000002,3.3000000000000003,0.08600000000000001
2012,1,9,21,30,0,0,0,-4,0,1020,69.06,229.3,3.8000000000000003,0.08600000000000001
2012,1,9,22,30,0,0,0,-4,0,1010,73.18,226.4,4.1000000000000005,0.08600000000000001
2012,1,9,23,30,0,0,0,-3,0,1010,77,221.70000000000002,4.5,0.08600000000000001
2012,1,10,0,30,0,0,0,-2,1,1010,74.95,220.9,4.9,0.08600000000000001
2012,1,10,1,30,0,0,0,-2,1,1010,78.24,222.10000000000002,5.300000000000001,0.08600000000000001
2012,1,10,2,30,0,0,0,-1,2,1010,75.93,222.10000000000002,5.5,0.08600000000000001
2012,1,10,3,30,0,0,0,-1,2,1010,78.3,221.10000000000002,5.6000000000000005,0.08600000000000001
2012,1,10,4,30,0,0,0,-1,2,1010,80,219.60000000000002,5.6000000000000005,0.08600000000000001
2012,1,10,5,30,0,0,0,0,3,1010,80.98,216.10000000000002,5.6000000000000005,0.08600000000000001
2012,1,10,6,30,0,0,0,0,3,1010,76.09,212.4,5.6000000000000005,0.08600000000000001
2012,1,10,7,30,0,0,0,0,3,1010,76.36,208.4,5.9,0.08600000000000001
2012,1,10,8,30,0,11,11,0,3,1010,76.71000000000001,205.70000000000002,6,0.08600000000000001
2012,1,10,9,30,0,48,48,0,3,1010,77.21000000000001,204.10000000000002,6,0.08600000000000001
2012,1,10,10,30,724,71,303,0,4,1010,71.77,204.20000000000002,6.300000000000001,0.08600000000000001
2012,1,10,11,30,782,79,382,0,4,1000,71.72,202.4,6.800000000000001,0.08600000000000001
2012,1,10,12,30,208,181,267,0,4,1000,71.07000000000001,203.4,7,0.08600000000000001
2012,1,10,13,30,209,169,250,0,4,1000,72.17,210.10000000000002,7,0.08600000000000001
2012,1,10,14,30,737,69,308,0,4,1000,75.14,219.3,6.9,0.08600000000000001
2012,1,10,15,30,49,83,94,0,3,1000,84.89,227.9,6.7,0.08600000000000001
2012,1,10,16,30,0,26,26,1,3,1000,88,235.8,6.4,0.08600000000000001
2012,1,10,17,30,0,0,0,1,3,1000,90.4,244.70000000000002,6.1000000000000005,0.08600000000000001
2012,1,10,18,30,0,0,0,1,3,1000,92.04,255.60000000000002,6,0.08600000000000001
2012,1,10,19,30,0,0,0,1,3,1000,92.02,269,6.1000000000000005,0.08600000000000001
2012,1,10,20,30,0,0,0,1,3,1000,91.62,282.2,6.4,0.08600000000000001
2012,1,10,21,30,0,0,0,1,3,1000,91.95,293.5,7,0.08600000000000001
2012,1,10,22,30,0,0,0,1,3,1000,91.17,302.90000000000003,7.6000000000000005,0.08600000000000001
2012,1,10,23,30,0,0,0,1,3,1000,94.72,311.3,8.200000000000001,0.08600000000000001
2012,1,11,0,30,0,0,0,0,2,1000,90.09,317.5,8.700000000000001,0.08600000000000001
2012,1,11,1,30,0,0,0,0,1,1000,90.8,321.40000000000003,9,0.08600000000000001
2012,1,11,2,30,0,0,0,-1,0,1010,89.9,323.5,9.1,0.08600000000000001
2012,1,11,3,30,0,0,0,-2,0,1010,81.7,326.1,9.1,0.08600000000000001
2012,1,11,4,30,0,0,0,-4,0,1010,74.24,329.90000000000003,9,0.08600000000000001
2012,1,11,5,30,0,0,0,-5,-1,1010,73.19,334.1,9,0.08600000000000001
2012,1,11,6,30,0,0,0,-6,-2,1010,73.14,338.3,9.1,0.08600000000000001
2012,1,11,7,30,0,0,0,-6,-2,1010,74.87,341.40000000000003,9.1,0.08600000000000001
2012,1,11,8,30,434,24,56,-7,-3,1010,71.91,343.90000000000003,9,0.08600000000000001
2012,1,11,9,30,276,74,133,-7,-3,1010,69.48,346.5,8.700000000000001,0.08600000000000001
2012,1,11,10,30,520,90,257,-8,-3,1010,67.79,347.5,8.1,0.08600000000000001
2012,1,11,11,30,892,62,410,-8,-2,1010,66.87,346.1,7.4,0.08600000000000001
2012,1,11,12,30,906,63,439,-8,-2,1010,61.67,343.5,6.800000000000001,0.08600000000000001
2012,1,11,13,30,888,62,411,-8,-2,1010,61.31,340.1,6.4,0.08600000000000001
2012,1,11,14,30,827,58,329,-8,-2,1020,61.370000000000005,337.5,6.1000000000000005,0.08600000000000001
2012,1,11,15,30,709,48,205,-8,-2,1020,61.52,336.1,5.800000000000001,0.08600000000000001
2012,1,11,16,30,432,26,62,-8,-2,1020,67.03,342.40000000000003,5.5,0.08600000000000001
2012,1,11,17,30,0,0,0,-8,-3,1020,68.01,354.6,5.2,0.08600000000000001
2012,1,11,18,30,0,0,0,-8,-3,1020,66.97,7.7,4.800000000000001,0.08600000000000001
2012,1,11,19,30,0,0,0,-8,-3,1020,71.10000000000001,19.3,4.3,0.08600000000000001
2012,1,11,20,30,0,0,0,-8,-4,1020,69.97,33.6,4.1000000000000005,0.08600000000000001
2012,1,11,21,30,0,0,0,-8,-4,1020,69.17,50.7,4.1000000000000005,0.08600000000000001
2012,1,11,22,30,0,0,0,-8,-4,1020,68.53,64.9,4.3,0.08600000000000001
2012,1,11,23,30,0,0,0,-9,-4,1020,68.08,75.5,4.3,0.08600000000000001
2012,1,12,0,30,0,0,0,-8,-4,1020,68.36,85.2,4.1000000000000005,0.08600000000000001
2012,1,12,1,30,0,0,0,-8,-4,1020,69.51,96.60000000000001,4.1000000000000005,0.08600000000000001
2012,1,12,2,30,0,0,0,-8,-4,1020,71.92,103.9,4.3,0.08600000000000001
2012,1,12,3,30,0,0,0,-7,-3,1020,70.19,103.10000000000001,4.7,0.08600000000000001
2012,1,12,4,30,0,0,0,-7,-3,1020,73.86,103.5,5.2,0.08600000000000001
2012,1,12,5,30,0,0,0,-6,-2,1020,72.42,101.2,5.9,0.08600000000000001
2012,1,12,6,30,0,0,0,-5,-2,1020,76.05,102.7,6.6000000000000005,0.08600000000000001
2012,1,12,7,30,0,0,0,-5,-1,1020,74.06,105.5,7.6000000000000005,0.08600000000000001
2012,1,12,8,30,0,21,21,-4,0,1020,72.03,106.2,8.8,0.08600000000000001
2012,1,12,9,30,0,63,63,-3,0,1020,75.5,107,9.8,0.08600000000000001
2012,1,12,10,30,0,106,106,-3,0,1020,80,108.80000000000001,10.600000000000001,0.08600000000000001
2012,1,12,11,30,0,54,54,-2,0,1010,85.48,105.80000000000001,11.600000000000001,0.08600000000000001
2012,1,12,12,30,0,84,84,-1,0,1010,90.96000000000001,101.30000000000001,12.600000000000001,0.08600000000000001
2012,1,12,13,30,0,80,80,0,0,1010,95.78,99.2,13.600000000000001,0.08600000000000001
2012,1,12,14,30,0,50,50,0,0,1010,98.91,96,14.600000000000001,0.08600000000000001
